Estado,Bibliotecas e ferramentas,Área de Atuação,Horas de Estudo,Conforto com Dados,Experiência de Python,Experiência de SQL,Experiência em Cloud
Minas Gerais,"Pydantic, postgres, AWS",Engenheiro de Dados,Mais de 20,Confortável,7,6,5
